Index ,Product Name ,Discounted Price ,Original Price ,Review Counts ,Badge
2923,"
            Northern Lights Bookmark - Aurora Bookmark - Luxury Bookmark with Tassel - Velvet Touch Mountain Bookmark
        ",1.99,3.32,"
                    (5,245)
                ",No badge
2924,"
            Handmade hummingbird bookmark, little bird paint on bookmark, reader gift, handmade bird illustration bookmark, exotic colorful hummingbird
        ",11.33,11.33,"
                    (893)
                ","
    Etsy’s Pick
"
2925,"
            Landscape painting of the Cliffs of Etretat on bookmark, Etretat souvenir bookmark, Alabaster coast in Normandy, unique miniature artwork
        ",11.33,11.33,"
                    (893)
                ","
    Etsy’s Pick
"
2926,"
            Cozy Woodland Autumn Pattern Bookmark - Laminated Double sided Bookmark - Cute Planner Book Mark - Cute Stationery - Cottagecore Bookmark
        ",3.40,3.40,"
                    (162)
                ","
    Etsy’s Pick
"
2927,"
            Folder, A5, A6, 2-fold ring binder, black SnapPap
        ",22.56,22.56,"
                    (1,784)
                ","
    Etsy’s Pick
"
2928,"
            Pool Daze Hardcover Lined A5 Journal Eco-Friendly
        ",14.17,14.17,"
                    (45)
                ","
    Etsy’s Pick
"
2929,"
            Printable Planner | Business Planner | Etsy Printables | Branding Planner | Printable Pages | Productivity Planner
        ",7.00,7.00,"
                    (21)
                ",No badge
2930,"
            Printable Planner | Health Wellness Printables| Planner Printable | Printable Journal | Printable Pages | Planner Pages
        ",7.00,7.00,"
                    (21)
                ",No badge
2931,"
            Self Care Planner| Self Care Digital Planner | Digital Self Care Planner Goodnotes | Digital Planner iPad | Digital Notebook
        ",10.00,10.00,"
                    (21)
                ",No badge
2932,"
            All new kindle 6"" 2022 case kindle case cover paperwhite 2021 cover paperwhite 6.8 case kindle 10th 11th Generation Cover Pink Checkerboard
        ",25.80,32.25,"
                    (11,853)
                ",No badge
2933,"
            Leather Slim Hobonichi Weeks Planner Cover - Undyed Leather
        ",38.00,38.00,"
                    (2,945)
                ","
    Etsy’s Pick
"
2934,"
            Bookmark with badger having coffee with ribbon bookmark, illustration, collage, bookmark
        ",4.88,4.88,"
                    (172)
                ","
    Etsy’s Pick
"
2935,"
            Stitch where you've been! Travel Notebook in vegan navy leather with gold world map and needle & thread
        ",39.87,39.87,"
                    (831)
                ","
    Etsy’s Pick
"
2936,"
            Pair of Vintage Alabaster Arched Bookends, Hand Carved in Italy
        ",190.00,190.00,"
                    (27)
                ","
    Etsy’s Pick
"
2937,"
            Black cat 3d bookmark for women Cute needle felted wool cat Handmade cat lover gift
        ",24.94,24.94,"
                    (67)
                ","
    Etsy’s Pick
"
2938,"
            e-Reader Bag - Wanda (custom-made for your eBook reader e.g. for Kindle, PocketBook, Tolino, Rakuten, Amazon Fire, Kobo and many more)
        ",35.15,35.15,"
                    (771)
                ","
    Etsy’s Pick
"
2939,"
            Bookmarks |  Marked with the heart | Bookmark Heart | Felt Bookmark | Bookmark Book
        ",3.40,3.40,"
                    (3,324)
                ","
    Etsy’s Pick
"
2940,"
            Cool Canard Doorstop / Bookend. Fabric duck doorstop. flat packed. Choice of design. Funny doorstops. Animal doorstops
        ",27.83,27.83,"
                    (2,138)
                ","
    Etsy’s Pick
"
2941,"
            A6 Cover / Mini Organizer / Leather Notebook Cover / Journal Cover A6 Folio / Leather Sketchbook, Notebook Cover / Engraved A6 Sleeve
        ",74.00,74.00,"
                    (709)
                ","
    Etsy’s Pick
"
2942,"
            Eddie the Seagull Doorstop / Bookend -DIY flat packed-Funny doorstop-Coastal decor-House warming-beach life-unique gift-birds-grey-white
        ",27.78,27.78,"
                    (2,138)
                ","
    Etsy’s Pick
"
2943,"
            Parky Penguin Doorstop / Bookend. Fabric penguin doorstop. flat packed doorstop. Black  penguin doorstop. Funny doorstops. Animal doorstops
        ",25.51,25.51,"
                    (2,138)
                ","
    Etsy’s Pick
"
2944,"
            Weekly Planner, Undated Weekly Planner, Undated Diary, Luxury Weekly Planner, Modern Weekly Planner, Luxury Diary, Gift for her, Planner
        ",31.83,31.83,"
                    (1,829)
                ","
    Etsy’s Pick
"
2945,"
            Digital Daily Planner | Daily Digital Planner | Instant Digital Download | Daily Journal | Daily Planner | Gifts for Her | Planner Gifts
        ",10.00,10.00,"
                    (21)
                ",No badge
2946,"
            Aesthetic Flowers iPad 10.2 case iPad 9.7 case iPad Air 4 iPad Pro 12.9 iPad Mini 6 iPad 8th iPad Pro 11 iPad 9th gen custom birthday gift
        ",26.40,33.00,"
                    (11,853)
                ",No badge
2947,"
            Black & White Hardcover Journal (A5)
        ",12.62,12.62,"
                    (6)
                ",No badge
2948,"
            Hourly Weekly Schedule | Weekly Planner | Weekly Agenda | Desk Planner | Weekly To Do List | Landscape A4 / Letter | PDF Printable Download
        ",1.33,1.33,"
                    (1)
                ",No badge
2949,"
            Set of 2 Personalized Bookmark, Handmade Rustic Leather Bookmark for books,Genuine Leather Corner Page Marker, Handmade Memo Stationery Gift
        ",4.99,4.99,"
                    (2,954)
                ","
    Etsy’s Pick
"
2950,"
            Set of 2 Vintage Leather bookmark, Personalized Handmade Leather Corner Page Bookmark for Books, Handmade Memo Stationery Gift
        ",4.99,4.99,"
                    (2,954)
                ","
    Etsy’s Pick
"
2951,"
            A4 Personalised Leather Journal, 12X9"" Extra Large Handmade Leather Notebook, Wedding Guest Book, Scrapbook,  Birthday Gift
        ",74.56,87.72,"
                    (1,380)
                ",No badge
2952,"
            Pizza Review Book, Pizza Journal, Restaurant Journal, Pizza Tasting Journal, Food Rating Book, Foodie Notebook, Foodie Gift, Pizza Lover
        ",9.99,9.99,"
                    (832)
                ","
    Etsy’s Pick
"
2953,"
            Wooden Saxophone Floor Stand - Cherry, Maple, Mahogany or Walnut
        ",169.99,169.99,"
                    (211)
                ","
    Etsy’s Pick
"
2954,"
            2024 Landscape Calendar, Illustrated Art, Calendar Refill Cards,
        ",13.97,18.63,"
                    (1,784)
                ",No badge
2955,"
            Leather Bible Cover,Leather Book Sleeve Handmade Book Cover, A5 Leather Book Cover, Agenda Cover Leather A5, Bible Cover, Leather Book Cover
        ",89.00,89.00,"
                    (42)
                ","
    Etsy’s Pick
"
2956,"
            Custom Handmade Vintage Notebook A5 A6, Hand Embroidered Notebook, Custom diary, Daisy Notebook, Fabric hard cover, Personalized Notebook
        ",35.70,42.00,"
                    (811)
                ",No badge
2957,"
            Personalized leather journal with phases of the moon, Witchy notebook with lined or unlined pages, Witchcore book of shadows, Celestial gift
        ",23.61,29.51,"
                    (6,666)
                ",No badge
2958,"
            Gold Poms Small Notebook, Floral Pattern Notebook, Wire-O Notebook, Lined Pages
        ",20.00,20.00,"
                    (6,379)
                ","
    Etsy’s Pick
"
2959,"
            Hearts Pattern Small Notebook, Love Pattern Notebook, Wire-O Notebook, Lined Pages
        ",20.00,20.00,"
                    (6,379)
                ","
    Etsy’s Pick
"
2960,"
            Retro Flora Small Notebook, Floral Pattern Notebook, Wire-O Notebook, Lined Pages
        ",20.00,20.00,"
                    (6,379)
                ","
    Etsy’s Pick
"
2961,"
            Minimalist Habit Tracker, Weekly Habit Tracker, Printable Habit Planner, Routine Tracker, Productivity Planner, 7-Day Habit Challenge
        ",2.03,2.03,"
                    (45)
                ",No badge
2962,"
            Naruto colouring pages book
        ",0.69,0.69,0,No badge
2963,"
            Seaper Powers Toys & Books Gift Set
        ",110.00,110.00,"
                    (25)
                ",No badge
2964,"
            Monthly Budget Planner For Money Lovers
        ",2.66,2.66,0,No badge
2965,"
            Daisies Pattern Small Notebook, Flower Pattern Notebook, Wire-O Notebook, Lined Pages
        ",20.00,20.00,"
                    (6,379)
                ","
    Etsy’s Pick
"
2966,"
            Hearts & Rainbows Notebook, Pattern Notebook, Wire-O Notebook, Lined Pages
        ",26.00,26.00,"
                    (6,379)
                ","
    Etsy’s Pick
"
2967,"
            Constellations Small Notebook, Celestial Notebook, Wire-O Notebook, Lined Pages
        ",20.00,20.00,"
                    (6,379)
                ","
    Etsy’s Pick
"
2968,"
            Dream Florals Notebook, Floral Pattern Notebook, Wire-O Notebook, Lined Pages
        ",26.00,26.00,"
                    (6,379)
                ","
    Etsy’s Pick
"
2969,"
            Floral Stripes Notebook, Floral Pattern Notebook, Wire-O Notebook, Lined Pages
        ",26.00,26.00,"
                    (6,379)
                ","
    Etsy’s Pick
"
2970,"
            Genuine seashell art journal / Blank book / Micro watercolor paper sketchbook / tiny handmade art / nature walk mini book / Manila clams
        ",28.00,28.00,"
                    (5,920)
                ","
    Etsy’s Pick
"
2971,"
            2024 Desk Calendar, 2024 Calendar, Botanical Calendar, Christmas Gift, Desk Calendar with Stand, Christmas Gift, Office Gift, 5x7 Calendar
        ",25.00,25.00,"
                    (1,954)
                ","
    Etsy’s Pick
"
2972,"
            2"" DIY Black Leather Guitar Strap Kit | Antique Brass Hardware | Make Your Own Guitar Strap
        ",15.95,15.95,"
                    (69)
                ","
    Etsy’s Pick
"
2973,"
            Personalized christian journal,Christian journal men,Custom prayer journals for men,Christian gift for men,Catholic prayer journal
        ",31.46,41.95,"
                    (1,153)
                ",No badge
2974,"
            Linen - Hard Covered - Concept Recipe Book - Gift for Kitchen Lovers - Mothers Day - Christmas - New Year Gift
        ",61.41,76.76,"
                    (7)
                ",No badge
2975,"
            Leather journal,Notebook cover a5,Personalized journal,Personalised leather notebook,Leather diary cover,Travel journal leather
        ",31.46,41.95,"
                    (1,153)
                ",No badge
2976,"
            Summer Wildflowers|Floral|Flowers|Cute Spiral Notebook - Ruled Line
        ",11.59,11.59,"
                    (71)
                ","
    Etsy’s Pick
"
2977,"
            Multiple Skeleton-Themed Author Signature Book Plates // Autograph Books // Bookplates // Book memorabilia // Bones and Books
        ",0.50,0.50,"
                    (407)
                ",No badge
2978,"
            Calendar 2024 for Kindle Scribe | Daily planner | Interactive Planner | Also for Remarkable 2 or iPad | Annual planner
        ",7.57,7.57,0,No badge
2979,"
            Abroad by Thomas Crane and Ellen Elizabeth Houghton
        ",0.22,0.22,"
                    (73)
                ",No badge
2980,"
            Printable Planner | Business Planner | Etsy Printables | Branding Planner | Printable Pages | Productivity Planner
        ",7.00,7.00,"
                    (21)
                ",No badge
2981,"
            Preserving My Peace|For Book Lovers|Illustration Bookmarks|African American Bookmarks|Black Girl Bookmarks|Black Girl Magic Bookmark|Books
        ",2.50,2.50,"
                    (1,943)
                ","
    Etsy’s Pick
"
